"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.457320504E1,2.681972809E0,-9.415420532E-1,8.745713196E0,9.196030605E0
1.458317804E1,3.191812592E0,1.525328064E-1,1.017703674E1,1.066691196E1
1.459315104E1,3.504662018E0,2.064955902E0,8.496182098E0,9.419756312E0
1.460312404E1,3.960015106E0,2.048190765E0,8.617280273E0,9.702284492E0
1.461309704E1,4.128714294E0,1.439855804E0,9.684411163E0,1.062578402E1
1.462307004E1,3.528013458E0,7.631130981E-1,1.061173279E1,1.120883996E1
1.463304304E1,3.121758270E0,3.442840576E-1,1.022658371E1,1.069798675E1
1.464301604E1,2.675536194E0,2.219883728E-1,9.085057526E0,9.473438816E0
1.465298904E1,1.977388000E0,3.026705933E-1,7.484136658E0,7.746868677E0
1.466296104E1,1.256187744E0,5.577401733E-1,6.139931946E0,6.291887320E0
1.467293404E1,6.379733276E-1,8.562194824E-1,5.888005829E0,5.984039974E0
1.468290704E1,-2.065704346E-2,1.168170776E0,6.196663971E0,6.305846021E0
1.469288004E1,-6.953041077E-1,1.455722809E0,6.581513672E0,6.776348494E0
1.470285304E1,-8.261320496E-1,1.687291260E0,7.919431458E0,8.139216213E0
1.471282604E1,-8.626560974E-1,1.753004608E0,9.954748993E0,1.014466501E1
1.472279904E1,-8.156538391E-1,1.694027252E0,1.440873688E1,1.453088841E1
1.473277204E1,-5.399272156E-1,1.562750244E0,2.321447525E1,2.327328019E1
1.474274504E1,-6.306385803E-1,1.573827209E0,1.665975586E1,1.674580850E1
1.475271804E1,-1.500479736E0,1.098715210E0,7.016958160E0,7.259222849E0
1.476269104E1,-1.481918335E0,6.975494385E-1,7.128027191E0,7.313783481E0
1.477266404E1,-1.728755035E0,5.920188904E-1,8.116272125E0,8.319432285E0
1.478263704E1,-2.175126801E0,6.262976074E-1,8.888516235E0,9.172194184E0
1.479260904E1,-2.427651672E0,5.755531311E-1,9.096134491E0,9.432095034E0
1.480258204E1,-2.678829346E0,6.021977234E-1,9.730515289E0,1.011047460E1
1.481255504E1,-2.975213013E0,5.257067871E-1,9.321416016E0,9.798829350E0
1.482252804E1,-3.870800629E0,2.474354553E-1,8.383017426E0,9.236844860E0
1.483250104E1,-5.817203064E0,6.810836792E-2,9.229956207E0,1.091038871E1
1.484247404E1,-5.703439636E0,-7.909552002E-1,9.249565430E0,1.089537950E1
1.485244704E1,-5.648204498E0,1.911524963E-1,9.913135529E0,1.141091624E1
1.486242004E1,-5.625751190E0,4.652325439E-1,9.163793793E0,1.076292871E1
1.487239304E1,-5.598358154E0,5.192701721E-1,9.692943420E0,1.120555254E1
1.488236604E1,-5.326972504E0,1.105750580E0,1.016461258E1,1.152903592E1
1.489233904E1,-4.873565369E0,9.870474243E-1,9.714199219E0,1.091290834E1
1.490231204E1,-4.455634460E0,6.035449219E-1,9.395960999E0,1.041638267E1
1.491228404E1,-3.984114990E0,6.466552734E-2,8.786727905E0,9.648001926E0
1.492225704E1,-4.054319000E0,-3.617976379E-1,8.148904266E0,9.108953882E0
1.493223004E1,-4.134552155E0,-1.420545959E-1,8.549022217E0,9.497393426E0
1.494220304E1,-4.024680634E0,1.607656860E-1,8.100704498E0,9.046839955E0
1.495217604E1,-4.443509674E0,-1.339714050E-1,8.736133118E0,9.802180799E0
1.496214904E1,-5.113217010E0,-2.011816406E-1,9.791887665E0,1.104837211E1
1.497212204E1,-5.537883911E0,4.189787292E-1,9.767488403E0,1.123599266E1
1.498209504E1,-5.348377991E0,1.137783966E0,9.062753906E0,1.058457405E1
1.499206804E1,-4.782105560E0,1.298100586E0,8.597072296E0,9.922865049E0
1.500204104E1,-3.706292725E0,9.144483948E-1,8.156089325E0,9.005254838E0
1.501201404E1,-3.050057373E0,9.460327148E-2,7.755671997E0,8.334401471E0
1.502198704E1,-3.163371735E0,-4.559518433E-1,7.510481873E0,8.162239323E0
1.503195904E1,-3.899540863E0,-6.747967529E-1,7.607330475E0,8.575152859E0
1.504193204E1,-4.124822388E0,-8.405021667E-1,8.102201385E0,9.130513179E0
1.505190504E1,-4.687951355E0,-2.853067017E-1,8.228388977E0,9.474422039E0
1.506187804E1,-5.192102966E0,4.590953064E-1,6.498436432E0,8.330568874E0
1.507185104E1,-5.179080048E0,2.995271301E-1,6.902595978E0,8.634721644E0
1.508182404E1,-5.655688934E0,-3.965254211E-1,7.872878265E0,9.701868991E0
1.509179704E1,-6.490053864E0,-7.863148499E-1,7.855514374E0,1.021999003E1
1.510177004E1,-6.405629425E0,-8.388555908E-1,7.305258636E0,9.752054695E0
1.511174304E1,-5.847140808E0,-7.617658997E-1,7.429200897E0,9.484849439E0
1.512171604E1,-5.499264221E0,-3.442840576E-1,7.750582581E0,9.509572484E0
1.513168904E1,-5.314997406E0,-1.585203552E-1,7.611521759E0,9.284911934E0
1.514166204E1,-5.210065613E0,-1.883084106E-1,7.414232025E0,9.063723312E0
1.515163404E1,-5.329517212E0,-1.715432739E-1,7.570507050E0,9.259900528E0
1.516160704E1,-5.584287415E0,-1.657054138E-1,7.730524292E0,9.537962573E0
1.517158004E1,-6.152356110E0,-2.272274780E-1,6.775210876E0,9.154594499E0
1.518155304E1,-6.541097717E0,-2.637515259E-1,5.917344818E0,8.824425982E0
1.519152604E1,-7.075636139E0,-3.781137085E-1,5.616620178E0,9.041792907E0
1.520149904E1,-7.678432617E0,-6.177653503E-1,5.088967438E0,9.232418484E0
1.521147204E1,-8.040230255E0,-7.595205688E-1,5.056634674E0,9.528469356E0
1.522144192E1,-8.662037201E0,-9.859996033E-1,5.898334351E0,1.052584589E1
1.523141492E1,-8.715027008E0,-5.599855042E-1,8.687633972E0,1.231828980E1
1.524138792E1,-9.062604218E0,2.025288391E-1,5.816753998E0,1.077062859E1
1.525135992E1,-9.273964691E0,6.496490479E-2,5.107079773E0,1.058739370E1
1.526133292E1,-8.499175873E0,-2.844085693E-3,4.149521027E0,9.458040143E0
1.527130592E1,-7.451654205E0,1.128652954E-1,6.793472900E0,1.008420364E1
1.528127892E1,-6.847959595E0,3.225791931E-1,6.457870789E0,9.418211246E0
1.529125192E1,-7.860753479E0,-6.662644958E-1,5.180277557E0,9.437723730E0
1.530122492E1,-8.852441254E0,-9.301657104E-1,4.846022644E0,1.013483398E1
1.531119792E1,-8.773854675E0,-7.412585449E-1,4.517605591E0,9.896400880E0
1.532117092E1,-8.524024200E0,-9.515711975E-1,4.173022156E0,9.538269771E0
1.533114392E1,-8.480464783E0,-9.604028320E-1,4.203109589E0,9.513505492E0
1.534111692E1,-8.572972412E0,-8.036787415E-1,4.288881226E0,9.619576792E0
1.535108992E1,-8.519383850E0,4.191284180E-3,5.169350281E0,9.965043958E0
1.536106192E1,-8.289461975E0,7.957452393E-1,5.732179871E0,1.010971198E1
1.537103492E1,-8.507408752E0,9.163943481E-1,5.881868591E0,1.038326348E1
1.538100792E1,-9.446256409E0,7.937992859E-1,6.000122681E0,1.121888362E1
1.539098092E1,-1.006911118E1,1.135239258E0,6.039790192E0,1.179639070E1
1.540095392E1,-9.977052612E0,3.761677551E-1,4.689448242E0,1.103059408E1
1.541092692E1,-8.890013123E0,-6.189628601E-1,3.928580475E0,9.739055031E0
1.542089992E1,-8.665929108E0,-1.776206360E0,4.312532043E0,9.841299150E0
1.543087292E1,-8.549620972E0,-2.081721039E0,4.119583282E0,9.715994425E0
1.544084592E1,-8.148754578E0,-1.314865723E0,4.227808228E0,9.273911550E0
1.545081892E1,-7.855963440E0,-7.863148499E-1,4.776118011E0,9.227445794E0
1.546079192E1,-8.306526489E0,-1.291813660E-1,4.869224396E0,9.629351814E0
1.547076392E1,-9.395811310E0,4.206253052E-1,5.014422455E0,1.065845338E1
1.548073692E1,-1.018631744E1,3.543132019E-1,4.878804474E0,1.129997053E1
1.549070992E1,-1.007000931E1,-3.701802063E-1,4.981640625E0,1.124094587E1
1.550068292E1,-9.853709106E0,-8.491841125E-1,5.150639191E0,1.115104394E1
1.551065592E1,-9.574389954E0,-4.650828552E-1,4.401746521E0,1.054801486E1
1.552062892E1,-9.617350616E0,-6.385720825E-1,4.109853516E0,1.047817270E1
1.553060192E1,-9.644294586E0,-6.990463257E-1,4.289929047E0,1.057849588E1
1.554057492E1,-9.371561737E0,-6.188131714E-1,3.726949768E0,1.010441753E1
1.555054792E1,-9.156758423E0,-5.631289673E-1,3.391197968E0,9.780775159E0
1.556052092E1,-9.243877258E0,-4.323010254E-1,2.705324249E0,9.641313719E0
1.557049292E1,-9.552535400E0,-5.394781494E-1,2.052232361E0,9.785378220E0
1.558046592E1,-9.322164459E0,-1.637594604E-1,1.959724731E0,9.527333750E0
1.559043892E1,-8.721313934E0,5.352868652E-1,2.453996887E0,9.075789194E0
1.560041192E1,-8.292306061E0,8.912466431E-1,3.040327606E0,8.876950622E0
1.561038492E1,-7.976163483E0,7.981402588E-1,3.187022552E0,8.626315814E0
1.562035792E1,-7.730075226E0,6.041436768E-1,4.809947662E0,9.124398561E0
1.563033092E1,-7.507937164E0,9.333091736E-1,2.618055725E0,8.005897967E0
1.564030392E1,-6.860234070E0,1.318458252E0,1.283880157E0,7.102780576E0
1.565027692E1,-6.586154022E0,2.054477692E0,1.087338867E0,6.984311648E0
1.566024992E1,-7.502997437E0,2.000440063E0,1.343456268E0,7.880457203E0
1.567022292E1,-8.860374756E0,1.759141846E0,7.547305298E-1,9.064791174E0
1.568019492E1,-1.023361908E1,2.084714813E0,-3.237767029E-1,1.044881939E1
1.569016792E1,-1.119282440E1,2.563569031E0,-1.215921478E0,1.154684673E1
1.570014092E1,-1.157408157E1,1.831142120E0,-5.390290833E-1,1.173043043E1
1.571011392E1,-1.250439697E1,1.546733551E0,-1.359922028E0,1.267287324E1
1.572008692E1,-1.279524216E1,1.155147858E0,-1.368454285E0,1.291995571E1
1.573005992E1,-1.193093948E1,8.551716614E-1,-5.792953491E-2,1.196168848E1
1.574003292E1,-1.023152344E1,8.017327881E-1,2.853216705E0,1.065212152E1
1.575000592E1,-9.163943481E0,9.675878906E-1,2.983445892E0,9.685816220E0
1.575997892E1,-8.768016815E0,1.392404480E0,7.065307617E-2,8.878169911E0
1.576995092E1,-8.569679260E0,2.358944550E0,-2.558928680E0,9.249439875E0
1.577992392E1,-8.405171356E0,2.971919861E0,-2.970722351E0,9.397042326E0
1.578989692E1,-8.453820190E0,2.833757172E0,-3.498973846E0,9.578103857E0
1.579986992E1,-9.862840118E0,2.301314392E0,-2.887196045E0,1.053126603E1
1.580984292E1,-9.988578644E0,1.361718292E0,-2.909649353E0,1.049247537E1
1.581981592E1,-9.774972839E0,4.790039063E-2,-3.488944702E0,1.037907142E1
1.582978892E1,-8.980425110E0,-4.126918030E-1,-3.090922394E0,9.506426822E0
1.583976192E1,-8.303233337E0,5.870791626E-1,-3.342100067E0,8.969837159E0
1.584973492E1,-9.172026672E0,2.453547821E0,-4.543950806E0,1.052584719E1
1.585970792E1,-9.893226929E0,3.775897980E0,-5.464087372E0,1.191593871E1
1.586968092E1,-1.039767792E1,4.318070526E0,-5.771098938E0,1.265160156E1
1.587965292E1,-1.055739578E1,4.124073944E0,-6.089486847E0,1.286656293E1
1.588962592E1,-9.967322845E0,2.993175659E0,-4.847519531E0,1.148063896E1
1.589959892E1,-9.338330841E0,2.248623962E0,-4.969964905E0,1.081486402E1
1.590957192E1,-8.158783722E0,3.459006958E0,-6.506669312E0,1.099396318E1
1.591954492E1,-7.364086304E0,4.695585480E0,-6.476132812E0,1.087283709E1
1.592951792E1,-7.176526337E0,5.027595062E0,-6.743177490E0,1.105665795E1
1.593949092E1,-7.611072693E0,4.338877258E0,-6.152805176E0,1.070566649E1
1.594946392E1,-7.379803619E0,3.281176758E0,-5.764512634E0,9.922561579E0
1.595943692E1,-6.458619232E0,2.512525177E0,-6.017037506E0,9.177760375E0
1.596940892E1,-5.640869751E0,2.441872101E0,-7.063062286E0,9.363172527E0
1.597938192E1,-5.699098663E0,3.192860413E0,-8.374485168E0,1.062102090E1
1.598935492E1,-6.154152374E0,4.327650604E0,-8.928782501E0,1.167584293E1
1.599932792E1,-6.461762695E0,4.402345276E0,-9.495204620E0,1.230015983E1
1.600930092E1,-7.098239136E0,3.740870819E0,-9.710007935E0,1.259616479E1
1.601927392E1,-8.127498779E0,3.654650116E0,-9.192234650E0,1.280272946E1
1.602924692E1,-8.269104309E0,4.487368469E0,-8.821455688E0,1.289700129E1
1.603921992E1,-6.325695648E0,4.543501740E0,-9.126072235E0,1.199762593E1
1.604919292E1,-4.089196472E0,3.692820740E0,-8.652157745E0,1.025759652E1
1.605916592E1,-2.323019257E0,2.743045807E0,-8.381969604E0,9.120204670E0
1.606913792E1,-1.482517090E0,2.524200897E0,-8.206534424E0,8.713016374E0
1.607911092E1,-1.585203552E-1,2.401755524E0,-7.778873749E0,8.142753533E0
1.608908392E1,1.920356598E0,2.332898712E0,-6.675368500E0,7.327395886E0
1.609905692E1,1.967658234E0,3.666325836E0,-5.865552521E0,7.191545761E0
1.610902992E1,2.767445068E0,2.972219238E0,-5.779930573E0,7.064024124E0
1.611900292E1,2.422562256E0,3.123704224E0,-7.351213074E0,8.346656194E0
1.612897592E1,1.544188843E0,4.565356293E0,-7.566465454E0,8.970975238E0
1.613894892E1,2.054477692E0,4.669689331E0,-8.785680084E0,1.015948087E1
1.614892192E1,2.689606934E0,3.993844757E0,-1.041339523E1,1.147273209E1
1.615889392E1,2.763553162E0,2.614912262E0,-1.062715073E1,1.128766250E1
1.616886692E1,2.379002838E0,2.729124756E0,-1.027837601E1,1.089737536E1
1.617883992E1,1.635948029E0,3.906127167E0,-1.024858795E1,1.108908068E1
1.618881292E1,1.200503540E0,4.326153717E0,-1.035920792E1,1.129026144E1
1.619878592E1,1.555714874E0,4.058360596E0,-9.884994049E0,1.079831685E1
1.620875892E1,2.171384583E0,4.004173279E0,-9.734556885E0,1.074755379E1
1.621873192E1,2.764451294E0,4.345613251E0,-9.958341522E0,1.121138312E1
1.622870483E1,3.381468201E0,3.938759308E0,-8.747958527E0,1.017226280E1
1.623867783E1,3.301684113E0,3.517385559E0,-7.262747040E0,8.718980085E0
1.624864983E1,2.711910553E0,3.321293335E0,-6.956932983E0,8.172170140E0
1.625862283E1,1.746118927E0,3.292702789E0,-7.034621429E0,7.960949794E0
1.626859583E1,1.428030396E0,3.130140839E0,-6.814878387E0,7.634108980E0
1.627856883E1,2.107018433E0,2.718796234E0,-7.350913696E0,8.115867902E0
1.628854183E1,2.386487274E0,2.070195007E0,-7.863148499E0,8.474085980E0
1.629851483E1,2.827619934E0,1.830693054E0,-8.622669067E0,9.257283262E0
1.630848783E1,3.646117859E0,2.286495209E0,-8.932824097E0,9.915522282E0
1.631846083E1,4.152814178E0,2.673889618E0,-8.749754791E0,1.004757484E1
1.632843383E1,4.499642944E0,2.412233734E0,-8.224946136E0,9.680671318E0
1.633840583E1,4.765639801E0,1.745370483E0,-8.122409363E0,9.577639307E0
1.634837883E1,5.182522888E0,1.487007751E0,-8.100704498E0,9.730937720E0
1.635835183E1,4.976850586E0,1.324745178E0,-8.367749176E0,9.825640835E0
1.636832483E1,4.236490173E0,1.696272583E0,-8.753347321E0,9.871488185E0
1.637829783E1,5.055137787E0,2.410736847E0,-8.693471832E0,1.034130179E1
1.638827083E1,7.874225464E0,3.354524231E0,-7.825726318E0,1.159733814E1
1.639824383E1,1.068328400E1,3.176394653E0,-7.431895294E0,1.339608553E1
1.640821683E1,8.708590393E0,1.712438965E0,-6.827452240E0,1.119759340E1
1.641818883E1,7.746091919E0,1.267115021E0,-6.850204926E0,1.041790900E1
1.642816183E1,5.871989136E0,1.260379028E0,-6.579867096E0,8.908617328E0
1.643813483E1,4.280947723E0,9.223818970E-1,-6.887028351E0,8.161400693E0
1.644810783E1,3.796704712E0,5.505551147E-1,-7.972570953E0,8.847596578E0
1.645808083E1,3.604953461E0,5.129832458E-1,-9.062903595E0,9.767039615E0
1.646805383E1,4.391417999E0,5.668711853E-1,-9.785301361E0,1.074048498E1
1.647802683E1,6.037544861E0,4.275109863E-1,-1.021445892E1,1.187307394E1
1.648799983E1,7.134463806E0,1.064885559E0,-8.962163086E0,1.150456093E1
1.649797283E1,7.734266510E0,2.166594543E0,-7.855214996E0,1.123465233E1
1.650794483E1,8.192613373E0,2.324965210E0,-6.924600220E0,1.097608607E1
1.651791783E1,8.500972137E0,2.389181671E0,-6.039790192E0,1.069830743E1
1.652789083E1,8.144862671E0,2.693199463E0,-5.092709656E0,9.976362208E0
1.653786383E1,7.635322266E0,2.037862244E0,-4.349355469E0,9.020416931E0
1.654783683E1,7.570357361E0,4.745132446E-1,-4.303401031E0,8.720936522E0
1.655780983E1,7.647297363E0,-4.700225830E-1,-5.061125336E0,9.182432567E0
1.656778283E1,8.115074615E0,-5.545967102E-1,-6.137237549E0,1.018958774E1
1.657775583E1,8.878038025E0,-6.870712280E-2,-6.966513062E0,1.128523744E1
1.658772883E1,9.649833069E0,9.732760620E-1,-6.905889130E0,1.190621053E1
1.659770083E1,1.016835480E1,2.128124542E0,-5.697751465E0,1.184857481E1
1.660767383E1,1.018347336E1,2.556683350E0,-4.181853790E0,1.130166627E1
1.661764683E1,1.013826736E1,2.416874084E0,-2.890788574E0,1.081584042E1
1.662761983E1,1.013587234E1,2.079026642E0,-1.323397980E0,1.043118604E1
1.663759283E1,9.848020935E0,1.843715973E0,1.676513672E-1,1.002052453E1
1.664756583E1,8.965755615E0,1.849254456E0,8.616082764E-1,9.194937989E0
1.665753883E1,8.838220825E0,1.524429932E0,1.261277161E0,9.056978196E0
1.666751183E1,9.215885468E0,8.008346558E-1,8.156538391E-1,9.286504847E0
1.667748383E1,9.637857971E0,1.483415222E-1,-5.372328186E-1,9.653959322E0
1.668745683E1,1.008527756E1,-3.026705933E-1,-1.073118439E0,1.014672440E1
1.669742983E1,1.036130356E1,-5.767506409E-1,-1.458117828E0,1.047928243E1
1.670740283E1,1.081710571E1,-5.554948425E-1,-1.825603638E0,1.098413306E1
1.671737583E1,1.078881454E1,3.359014893E-1,-6.568341064E-1,1.081400851E1
1.672734883E1,1.056952057E1,1.622625732E-1,-3.550616455E-1,1.057672742E1
1.673732183E1,1.010324020E1,-8.532257080E-2,-2.908451843E-1,1.010778579E1
1.674729483E1,8.988807678E0,2.133064270E-1,1.607656860E-1,8.992775362E0
1.675726783E1,8.112080841E0,6.240522766E-1,2.472857666E-1,8.139806329E0
1.676723983E1,7.661667480E0,1.035247192E0,-2.395019531E-2,7.731329701E0
1.677721283E1,7.482190704E0,1.290466461E0,-3.637435913E-2,7.592746836E0
1.678718583E1,7.559729462E0,1.461560669E0,-1.224453735E-1,7.700692306E0
1.679715883E1,7.695946198E0,1.590442657E0,-3.995191956E-1,7.868717259E0
1.680713183E1,7.953410797E0,1.595681763E0,-6.173162842E-1,8.135356353E0
1.681710483E1,8.503217468E0,1.483714600E0,-7.828720093E-1,8.667122066E0
1.682707783E1,9.048982544E0,1.248852997E0,-9.545649719E-1,9.184493082E0
1.683705083E1,9.460776215E0,1.013093262E0,-1.087039490E0,9.576758292E0
1.684702283E1,9.447753296E0,8.089178467E-1,-1.448388062E0,9.592299954E0
1.685699583E1,8.807684326E0,6.623725891E-1,-1.887874146E0,9.032060088E0
1.686696883E1,7.418872375E0,6.786886597E-1,-1.933529205E0,7.696675958E0
1.687694183E1,5.127287750E0,9.864486694E-1,-1.334774323E0,5.389228437E0
1.688691483E1,2.570903778E0,1.230291595E0,-6.276448059E-1,2.918407382E0
1.689688783E1,3.791615295E-1,1.167721710E0,-7.756869507E-1,1.452249188E0
1.690686083E1,-1.545386353E0,1.095422058E0,-1.171314240E0,2.227138413E0
1.691683383E1,-3.184777222E0,1.215622101E0,1.246158600E0,3.629525355E0
1.692680583E1,-2.999911652E0,4.314178619E0,5.757881424E1,5.781808935E1
1.693677883E1,-4.352947998E-1,4.421804810E-1,3.269575882E1,3.270164598E1
1.694675183E1,-2.169738007E0,9.413923645E-1,-1.663191376E0,2.891398996E0
1.695672483E1,2.692451019E0,1.797312469E0,6.771917725E-1,3.307296978E0
1.696669783E1,7.313790894E0,2.040107574E0,1.001297791E1,1.256635598E1
1.697667083E1,6.808741150E0,1.840273132E0,1.226085342E1,1.414475479E1
1.698664383E1,4.713248749E0,1.041534119E0,6.764582977E0,8.310179898E0
1.699661683E1,3.899840240E0,2.957849121E-1,8.474926300E0,9.333842639E0
1.700658883E1,4.026027832E0,-6.646179199E-2,1.093116852E1,1.164919579E1
1.701656183E1,3.853436737E0,-4.251159668E-2,9.971813507E0,1.069054940E1
1.702653483E1,3.996539154E0,4.043092346E-1,8.957073669E0,9.816565585E0
1.703650783E1,4.330644379E0,9.464817810E-1,9.204658813E0,1.021645987E1
1.704648083E1,4.482129364E0,9.261241150E-1,9.326804810E0,1.038924817E1
1.705645383E1,4.261937256E0,7.960446167E-1,9.402547302E0,1.035401816E1
1.706642683E1,3.901486816E0,6.604266357E-1,9.331445160E0,1.013576004E1
1.707639983E1,3.747906189E0,3.167413330E-1,8.932824097E0,9.692392492E0
1.708637183E1,3.699107666E0,-1.083746338E-1,8.205037537E0,9.000987922E0
1.709634483E1,3.899840240E0,-2.559677124E-2,8.129145355E0,9.016230548E0
1.710631783E1,4.134701843E0,3.634442139E-1,8.409362640E0,9.377911870E0
1.711629083E1,3.963158569E0,8.387059021E-1,8.607849884E0,9.513418579E0
1.712626383E1,3.762725372E0,1.191222839E0,8.057594147E0,8.972287195E0
1.713623683E1,4.695286102E0,1.710642700E0,7.240293732E0,8.797378209E0
1.714620983E1,4.804558868E0,1.241667938E0,7.964936829E0,9.384335026E0
1.715618283E1,3.390150146E0,-3.472778320E-2,1.044168640E1,1.097830310E1
1.716615483E1,2.720891876E0,-3.809577942E-1,1.002974304E1,1.039923684E1
1.717612783E1,2.211201782E0,-6.902146912E-1,7.526049500E0,7.874467011E0
1.718610083E1,2.674039307E0,-6.080355835E-1,6.006858673E0,6.603222289E0
1.719607383E1,4.078718262E0,5.252577209E-1,6.308032379E0,7.530146800E0
1.720604683E1,5.270689545E0,1.751507721E0,8.467741241E0,1.012672649E1
1.721601983E1,5.741909637E0,2.453098755E0,9.650731201E0,1.149451315E1
1.722599354E1,5.624553680E0,2.459385681E0,9.020242310E0,1.091095566E1
1.723596554E1,6.129902802E0,2.610870667E0,8.334518280E0,1.067035843E1
1.724593854E1,5.260510712E0,2.024390259E0,7.717052307E0,9.556360457E0
1.725591154E1,5.303920441E0,1.600621490E0,1.053464310E1,1.190261595E1
1.726588454E1,4.350103912E0,7.066804504E-1,1.123114471E1,1.206488346E1
1.727585754E1,3.974235535E0,6.580316162E-1,9.743687897E0,1.054357660E1
1.728583054E1,4.625680847E0,1.051263885E0,9.326056366E0,1.046314515E1
1.729580354E1,5.371729431E0,1.294358368E0,8.611292725E0,1.023157872E1
1.730577654E1,5.705086212E0,1.081800385E0,8.166268158E0,1.002029123E1
1.731574854E1,5.278922424E0,5.709127808E-1,8.706494751E0,1.019784361E1
1.732572154E1,4.379442902E0,-7.140151978E-2,9.285191345E0,1.026642083E1
1.733569454E1,2.474803619E0,-8.406518555E-1,6.456074524E0,6.965073349E0
1.734566754E1,1.130000153E0,3.594026184E-1,7.067253571E0,7.166041000E0
1.735564054E1,2.677482147E0,5.544470215E-1,7.387886810E0,7.877638839E0
1.736561354E1,2.699336700E0,-1.260379028E-1,8.170459442E0,8.605737137E0
1.737558654E1,1.920206909E0,1.706451416E-1,9.087153168E0,9.289384642E0
1.738555854E1,1.032103729E0,1.082848206E0,6.102060699E0,6.282749647E0
1.739553154E1,3.487747192E-2,1.179247742E0,4.550686798E0,4.701126674E0
1.740550454E1,-6.301895142E-1,6.033952332E-1,5.726791077E0,5.792871539E0
1.741547754E1,-5.878276062E-1,9.430389404E-3,6.896608429E0,6.921621056E0
1.742545054E1,-4.543052673E-1,-1.103205872E-1,8.132139130E0,8.145566324E0
1.743542354E1,-3.876937866E-1,1.871109009E-2,1.064361649E1,1.065069145E1
1.744539654E1,-1.052311707E-1,7.349716187E-2,1.610875168E1,1.610926305E1
1.745536954E1,9.610015869E-1,-1.706451416E-1,1.673175613E1,1.676020009E1
1.746534154E1,1.193767548E0,3.535647583E-1,1.237461685E1,1.243709095E1
1.747531454E1,7.914042664E-1,7.394622803E-1,8.939410400E0,9.004786698E0
1.748528754E1,-2.796185303E-1,4.279600525E-1,8.035889282E0,8.052133437E0
1.749526054E1,-2.087858276E0,1.901046753E-2,8.251141663E0,8.511219203E0
1.750523354E1,-3.349135437E0,-2.562670898E-1,8.741372223E0,9.364505824E0
1.751520654E1,-4.161196747E0,-7.370672607E-1,8.623567200E0,9.603371166E0
1.752517954E1,-4.600682831E0,-1.612895966E0,7.796387329E0,9.195181961E0
1.753515154E1,-4.756957855E0,-3.064427490E0,4.755161591E0,7.391273614E0
1.754512454E1,-5.606740723E0,-5.461542664E0,3.934118958E0,8.760210144E0
1.755509754E1,-5.540727997E0,-4.725074158E0,7.944130096E0,1.077660408E1
1.756507054E1,-6.705904999E0,-2.168091431E0,2.481614456E1,2.579749626E1
1.757504354E1,-7.940537567E0,7.072792053E-1,1.497306335E1,1.696304828E1
1.758501654E1,-1.029993118E1,2.659519501E0,3.056793365E0,1.106822533E1
1.759498954E1,-1.184801193E1,2.056573334E0,4.582570496E0,1.286875413E1
1.760496254E1,-1.112097382E1,-2.020797729E-2,6.001918945E0,1.263722667E1
1.761493454E1,-1.001672012E1,-1.661844177E0,6.245761871E0,1.192082000E1
1.762490754E1,-8.658744049E0,-2.255359955E0,5.368136902E0,1.043443294E1
1.763488054E1,-7.241640930E0,-1.636696472E0,4.581073608E0,8.723896727E0
1.764485354E1,-6.838229828E0,5.526507568E-1,3.818409576E0,7.851564286E0
1.765482654E1,-7.660320282E0,1.011895752E-1,4.603377228E0,8.937663456E0
1.766479954E1,-7.303312683E0,-6.697073364E-1,4.427942047E0,8.567003842E0
1.767477254E1,-8.240513763E0,-1.225950623E0,4.832101593E0,9.631107300E0
1.768474454E1,-9.332942047E0,-1.241368561E0,3.843407593E0,1.016939453E1
1.769471754E1,-1.075992462E1,-9.044192505E-1,2.559826813E0,1.109714672E1
1.770469054E1,-1.203931412E1,-5.285508728E-1,1.472038879E0,1.214048388E1
1.771466354E1,-1.235605545E1,-8.201445007E-1,8.686436462E-1,1.241367331E1
1.772463654E1,-1.156854309E1,-1.215771790E0,9.116043091E-2,1.163260936E1
1.773460954E1,-1.038645126E1,-1.463806000E0,-3.742218018E-2,1.048916099E1
1.774458254E1,-9.147627411E0,-1.458267517E0,2.245330811E-3,9.263133187E0
1.775455454E1,-7.968978424E0,-1.201251984E0,2.137554932E-1,8.061843143E0
1.776452754E1,-6.953041077E0,-7.807763672E-1,3.742218018E-3,6.996742524E0
1.777450054E1,-7.082521820E0,-1.438508606E-1,-9.235794067E-1,7.143935003E0
1.778447354E1,-8.852291565E0,6.565347290E-1,-1.988165588E0,9.096532648E0
1.779444654E1,-1.112860794E1,6.441105652E-1,-3.298390961E0,1.162498069E1
1.780441954E1,-1.219124817E1,-3.471281433E-1,-4.513563995E0,1.300458726E1
1.781439254E1,-1.190549240E1,-1.560953979E0,-5.238057404E0,1.310017450E1
1.782436454E1,-1.120255417E1,-2.286495209E0,-5.477709045E0,1.267795633E1
1.783433754E1,-1.013362701E1,-2.592009888E0,-5.059478760E0,1.161926147E1
1.784431054E1,-7.707172852E0,-2.290087738E0,-2.292632446E0,8.360692480E0
1.785428354E1,3.688330078E-1,4.028123474E-1,2.212399292E-1,5.892730107E-1
1.786425654E1,-6.956034851E-1,2.353705444E0,-4.351600800E0,4.996020721E0
1.787422954E1,-5.386398926E0,1.567689972E0,-2.001188507E0,5.956148141E0
